movieId,title,genres,imdbId,rating
6675,Far (2001),Drama,0258242,7.0
6676,Incident at Oglala (1992),Documentary,0104504,7.6
6677,Predictions of Fire (Prerokbe Ognja) (1996),Documentary,0114176,9.0
6678,"Handmaid's Tale, The (1990)",Drama|Sci-Fi,0099731,6.0
6679,Revolution OS (2001),Documentary,0308808,7.3
6680,Live Nude Girls Unite! (2000),Documentary,0264802,6.5
6681,All the Little Animals (1998),Drama|Thriller,0120584,7.1
6682,Earth (1998),Drama|War,0150433,7.8
6683,Fire (1996),Drama,0116308,7.3
6684,Death in Venice (Morte a Venezia) (1971),Drama|Romance,0067445,7.5
6685,Marci X (2003),Comedy|Musical,0266747,2.8
6686,"Medallion, The (2003)",Action|Comedy|Crime|Fantasy,0288045,5.2
6687,My Boss's Daughter (2003),Comedy|Romance,0270980,4.7
6688,Autumn Spring (Babí léto) (2001),Comedy|Drama,0286476,7.6
6689,"Battle of Shaker Heights, The (2003)",Comedy|Drama|Romance,0357470,6.1
6690,Don't Tempt Me (Sin noticias de Dios) (2001),Comedy|Fantasy|Mystery,0284491,6.5
6691,Dust (2001),Drama|Western,0243232,6.7
6692,Stoked: The Rise and Fall of Gator (2002),Documentary,0271211,7.2
6693,Venus Boyz (2001),Documentary,0293685,4.9
6694,Suddenly (Tan de Repente) (2002),Comedy|Drama,0324158,6.4
6695,Jeepers Creepers 2 (2003),Horror|Thriller,0301470,5.6
6696,Bollywood/Hollywood (2002),Comedy|Drama|Musical|Romance,0303785,6.0
6697,Civil Brand (2002),Drama,0326806,5.4
6698,Nola (2002),Drama,0317950,5.4
6699,Once Upon a Time in the Midlands (2002),Drama,0301684,6.2
6700,"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",Comedy|Drama|Musical|Romance,0301524,6.6
6701,Zero Day (2002),Drama,0365960,7.3
6702,Dickie Roberts: Former Child Star (2003),Comedy,0325258,5.6
6703,"Order, The (2003)",Horror|Mystery|Thriller,0304711,5.2
6704,Home Room (2002),Drama,0264689,7.3
6705,Party Monster (2003),Comedy|Crime|Drama|Thriller,0320244,6.3
6706,Taking Sides (2001),Drama,0260414,7.2
6707,Cabin Fever (2002),Horror|Thriller,0303816,5.6
6708,Matchstick Men (2003),Comedy|Crime|Drama,0325805,7.3
6709,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller,0285823,6.4
6710,Dummy (2002),Comedy|Drama|Romance,0246592,6.8
6711,Lost in Translation (2003),Comedy|Drama|Romance,0335266,7.8
6712,Luster (2002),Comedy|Drama|Romance,0325761,5.4
6713,Millennium Actress (Sennen joyû) (2001),Animation|Drama|Romance,0291350,7.9
6714,So Close (Chik Yeung Tin Sai) (2002),Action|Comedy|Romance|Thriller,0300620,6.7
6715,Children of the Night (1991),Horror,0103957,4.5
6716,Daisy Miller (1974),Drama,0071385,6.1
6717,Enlightenment Guaranteed (Erleuchtung Garantiert) (2000),Comedy|Drama,0177749,7.2
6718,Gotcha! (1985),Comedy,0089222,6.2
6719,Hard to Hold (1984),Drama|Romance,0087384,4.8
6720,Kuffs (1992),Action|Comedy|Crime,0104647,5.8
6721,Once Upon a Time in China (Wong Fei Hung) (1991),Action|Adventure|Drama,0103285,7.4
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action|Romance,0105839,7.5
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Action,0108592,6.8
6724,Paper Moon (1973),Comedy|Crime|Drama,0070510,8.1
6725,Sgt. Pepper's Lonely Hearts Club Band (1978),Adventure|Musical,0078239,3.9
6726,"Song for Martin, A (Sång för Martin, En) (2001)",Drama,0257215,7.0
6727,Targets (1968),Crime|Thriller,0063671,7.4
6728,"Ugly American, The (1963)",Drama,0056632,6.8
6729,"Bostonians, The (1984)",Drama|Romance,0086992,6.3
6730,Convoy (1978),Action|Comedy|Drama,0077369,6.3
6731,Day of the Dead (1985),Horror|Sci-Fi|Thriller,0088993,7.2
6732,"Hello, Dolly! (1969)",Comedy|Musical|Romance,0064418,7.2
6733,I'm Going Home (Je rentre à la maison) (2001),Comedy|Drama,0283422,7.1
6734,Memoirs of an Invisible Man (1992),Comedy|Romance|Sci-Fi|Thriller,0104850,5.9
6735,"Rose, The (1979)",Drama,0079826,7.0
6736,See No Evil (1971),Crime|Drama|Horror|Thriller,0067727,6.7
6737,Super Sucker (2002),Comedy,0293624,4.5
6738,Indiscretion of an American Wife (a.k.a. Terminal Station) (Stazione Termini) (1953),Drama,0046366,6.3
6739,At War with the Army (1950),Comedy|Musical|Romance,0042209,5.8
6740,Bingo (1991),Adventure|Comedy,0101455,4.7
6741,God told Me To (1976),Crime|Horror|Mystery|Sci-Fi|Thriller,0075930,6.3
6742,"I, Madman (1989)",Horror,0097557,6.1
6743,Jungle Book (1942),Adventure|Fantasy,0034928,6.8
6744,Once Bitten (1985),Comedy|Horror,0089730,5.5
6745,"Shrimp on the Barbie, The (1990)",Comedy,0100608,5.6
6746,Squirm (1976),Horror|Romance,0075261,4.6
6747,"Adventures of Huckleberry Finn, The (1960)",Adventure|Children,0053571,6.3
6748,"Brood, The (1979)",Horror,0078908,6.9
6749,"Prince and the Pauper, The (1937)",Adventure|Drama,0029440,7.3
6750,Anything Else (2003),Comedy|Drama|Romance,0313792,6.4
6751,Cold Creek Manor (2003),Drama|Thriller,0331468,4.9
6752,"Fighting Temptations, The (2003)",Drama,0191133,5.5
6753,Secondhand Lions (2003),Children|Comedy|Drama,0327137,7.6
6754,Underworld (2003),Action|Fantasy|Horror,0320691,7.0
6755,Bubba Ho-tep (2002),Comedy|Horror,0281686,7.1
6756,Casa de los babys (2003),Drama,0303830,6.5
6757,Demonlover (2002),Crime|Drama|Mystery|Thriller,0284034,5.8
6758,Emerald Cowboy (2002),Documentary|Drama,0289176,7.0
6759,Close Your Eyes (Hypnotic) (Doctor Sleep) (2002),Crime|Thriller,0286594,6.2
6760,In This World (2002),Adventure|Drama,0310154,7.4
6761,Tibet: Cry of the Snow Lion (2002),Documentary,0373389,7.6
6762,Yossi & Jagger (2002),Drama|Romance,0334754,7.2
6763,Duplex (2003),Comedy|Crime,0266489,5.9
6764,"Rundown, The (2003)",Action|Adventure|Comedy,0327850,6.7
6765,Under the Tuscan Sun (2003),Comedy|Drama|Romance,0328589,6.8
6766,Camera Obscura (2000),Crime|Drama|Thriller,0204933,4.7
6767,Kart Racer (2003),Drama,0300069,5.8
6768,Luther (2003),Drama,0309820,6.6
6769,Mambo Italiano (2003),Comedy,0330602,6.7
6770,My Life Without Me (2003),Drama|Romance,0314412,7.6
6771,Dorm Daze (National Lampoon Presents Dorm Daze) (2003),Comedy,0362511,4.6
6772,To Be and to Have (Être et avoir) (2002),Documentary,0318202,7.9
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy,0286244,7.8
6774,Videodrome (1983),Fantasy|Horror|Sci-Fi|Thriller,0086541,7.3
6775,Life and Debt (2001),Documentary,0284262,7.6
6776,Lagaan: Once Upon a Time in India (2001),Comedy|Drama|Musical|Romance,0282674,8.2
6777,Judgment at Nuremberg (1961),Drama,0055031,8.3
6778,Journey of Hope (Reise der Hoffnung) (1990),Drama,0100470,7.6
6779,"Same Time, Next Year (1978)",Comedy|Drama|Romance,0078199,7.2
6780,"Brief History of Time, A (1991)",Documentary,0103882,7.4
6781,"Jacob the Liar (Jakob, der Lügner) (1975)",Drama,0071688,7.3
6782,Leningrad Cowboys Go America (1989),Comedy|Musical,0097728,7.0
6783,"Rules of the Game, The (La règle du jeu) (1939)",Comedy|Drama,0031885,8.1
6784,"Song Remains the Same, The (1976)",Documentary|Musical,0075244,7.6
6785,Seven Brides for Seven Brothers (1954),Comedy|Musical|Romance|Western,0047472,7.4
6786,Kiss of the Spider Woman (1985),Drama,0089424,7.4
6787,All the President's Men (1976),Drama|Thriller,0074119,8.0
6788,Angie (1994),Comedy|Drama|Romance,0109129,5.4
6789,"Apartment, The (Appartement, L') (1996)",Drama|Mystery|Romance,0115561,7.5
6790,Avalon (2001),Drama|Fantasy|Sci-Fi,0267287,6.5
6791,Babette's Feast (Babettes gæstebud) (1987),Drama,0092603,7.8
6792,"Barber of Siberia, The (Sibirskij tsiryulnik) (1998)",Drama|Romance,0120125,7.9
6793,Beethoven (1992),Children|Comedy|Drama,0103786,5.6
6794,Beethoven's 2nd (1993),Children|Comedy,0106375,4.8
6795,Black Moon Rising (1986),Action|Crime|Sci-Fi|Thriller,0090735,5.4
6796,Boyz N the Hood (1991),Crime|Drama,0101507,7.8
6797,Bugsy (1991),Crime|Drama,0101516,6.8
6798,Bugsy Malone (1976),Children|Comedy|Crime|Musical,0074256,6.9
6799,By the Sword (1991),Drama,0101524,6.4
6800,Cobra (1986),Action|Crime,0090859,5.7
6801,"Common Wealth (Comunidad, La) (2000)",Comedy|Thriller,0255067,7.4
6802,Consenting Adults (1992),Thriller,0104006,5.7
6803,Phenomena (a.k.a. Creepers) (1985),Horror|Mystery|Thriller,0087909,6.9
6804,Crimewave (1985),Comedy|Crime,0088967,5.8
6805,Crying Freeman (1995),Action|Crime|Thriller,0112750,6.5
6806,Time and Tide (Seunlau Ngaklau) (2000),Action|Crime|Thriller,0251433,6.9
6807,Monty Python's The Meaning of Life (1983),Comedy,0085959,7.6
6808,Where Eagles Dare (1968),Action|Adventure|War,0065207,7.7
6809,Tightrope (1984),Thriller,0088272,6.3
6810,Sleeping with the Enemy (1991),Drama|Thriller,0102945,6.2
6811,PCU (1994),Comedy,0110759,6.6
6812,"Rookie, The (1990)",Action|Comedy|Thriller,0100514,5.9
6813,"Ghost and Mr. Chicken, The (1966)",Comedy|Romance,0059221,7.3
6814,City Heat (1984),Action|Comedy,0087062,5.5
6815,Into the Night (1985),Action|Comedy|Drama|Thriller,0089346,6.5
6816,Three O'Clock High (1987),Comedy,0094138,7.2
6817,"White Hunter, Black Heart (1990)",Adventure|Drama,0100928,6.7
6818,Come and See (Idi i smotri) (1985),Drama|War,0091251,8.2
6819,"Rage in Harlem, A (1991)",Crime,0102749,5.9
6820,Ginger Snaps (2000),Drama|Horror|Thriller,0210070,6.8
6821,More American Graffiti (1979),Comedy,0079576,5.2
6822,"Ballad of Little Jo, The (1993)",Drama|Western,0106350,6.8
6823,Under Suspicion (1992),Crime|Drama|Thriller,0105691,6.5
6824,Ruby (1992),Crime|Drama,0105291,5.5
6825,"Reluctant Astronaut, The (1967)",Comedy,0062190,6.3
6826,"Shakiest Gun in the West, The (1968)",Comedy|Western,0063591,6.4
6827,It's Pat (1994),Comedy,0110169,2.6
6828,"Sunday in the Country, A (Un dimanche à la campagne) (1984)",Drama,0088318,7.8
6829,"Gun in Betty Lou's Handbag, The (1992)",Comedy|Mystery,0104376,5.0
6830,Sudden Fear (1952),Film-Noir|Horror|Thriller,0045205,7.5
6831,Nobody's Baby (2001),Comedy,0215516,6.5
6832,Regarding Henry (1991),Drama,0102768,6.7
6833,"Debut, The (2000)",Comedy|Drama,0163745,6.6
6834,Wilder Napalm (1993),Comedy|Fantasy|Romance,0108569,5.5
6835,Alien Contamination (1980),Action|Horror|Sci-Fi,0082000,5.3
6836,"Amazing Transparent Man, The (1960)",Sci-Fi,0053593,3.8
6837,Love Affair (1939),Comedy|Drama|Romance,0031593,7.4
6838,Once in the Life (2000),Crime|Drama,0177068,5.3
6839,All I Want (Try Seventeen) (2002),Comedy|Drama|Romance,0311941,6.1
6840,"Hospital, The (1971)",Comedy|Drama,0067217,7.2
6841,Article 99 (1992),Comedy|Drama,0101371,6.1
6842,Images (1972),Drama|Fantasy|Horror,0068732,7.3
6843,Eureka (1986),Drama,0083906,6.0
6844,Oleanna (1994),Drama,0110722,6.7
6845,Chattahoochee (1989),Drama,0099242,6.4
6846,Tough Guys Don't Dance (1987),Drama,0094169,4.8
6847,There Goes My Baby (1994),Comedy|Drama,0108320,6.5
6848,Kingdom of the Spiders (1977),Horror|Sci-Fi,0076271,5.9
6849,Scrooge (1970),Drama|Fantasy|Musical,0066344,7.5
6850,Leap of Faith (1992),Comedy|Drama,0104695,6.1
6851,"Gas, Food, Lodging (1992)",Drama|Romance,0104321,6.7
6852,In Cold Blood (1967),Crime|Drama,0061809,8.0
6853,Campus Man (1987),Comedy,0092717,4.7
6854,"Bedford Incident, The (1965)",Drama|Thriller|War,0058962,7.4
6855,"Murderous Maids (Blessures assassines, Les) (2000)",Drama,0216578,7.0
6856,Yankee Doodle Dandy (1942),Drama|Musical,0035575,7.8
6857,Ninja Scroll (Jûbei ninpûchô) (1995),Action|Adventure|Animation|Fantasy,0107692,7.9
6858,Knife in the Water (Nóz w wodzie) (1962),Drama,0056291,7.6
6859,"Devil and Daniel Webster, The (All That Money Can Buy) (1941)",Drama|Fantasy,0033532,7.8
6860,Mobsters (1991),Crime|Drama,0102460,5.9
6861,Charlotte Sometimes (2002),Drama|Romance,0284478,6.0
6862,Out of Time (2003),Crime|Drama|Thriller,0313443,6.5
6863,School of Rock (2003),Comedy|Musical,0332379,7.1
6864,"Concert for George, The (2003)",Documentary|Musical,0380275,8.6
6865,"Event, The (2003)",Drama,0314039,6.3
6866,Nine Dead Gay Guys (2003),Comedy|Crime,0336910,6.3
6867,"Station Agent, The (2003)",Comedy|Drama,0340377,7.7
6868,Wonderland (2003),Crime|Drama|Mystery|Thriller,0335563,6.6
6869,Bus 174 (Ônibus 174) (2002),Crime|Documentary,0340468,7.9
6870,Mystic River (2003),Crime|Drama|Mystery,0327056,8.0
6871,Good Boy! (2003),Children|Comedy|Sci-Fi,0326900,5.1
6872,"House of the Dead, The (2003)",Action|Horror,0317676,2.0
6873,Intolerable Cruelty (2003),Comedy|Romance,0138524,6.3
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,0266697,8.1
6875,Dopamine (2003),Comedy|Drama|Romance,0342300,5.9
6876,"Flower of Evil, The (Fleur du mal, La) (2003)",Drama,0322289,6.6
6877,Girls Will Be Girls (2003),Comedy,0339071,6.9
6878,"Porn Theater (Chatte à deux têtes, La) (2002)",Drama,0287364,5.5
6879,Runaway Jury (2003),Drama|Thriller,0313542,7.1
6880,"Texas Chainsaw Massacre, The (2003)",Horror,0324216,6.2
6881,Pieces of April (2003),Comedy|Drama,0311648,7.1
6882,Returner (Ritaanaa) (2002),Action|Adventure|Sci-Fi,0339579,6.5
6883,Sylvia (2003),Drama|Romance,0325055,6.3
6884,Veronica Guerin (2003),Crime|Drama|Thriller,0312549,6.9
6885,In the Cut (2003),Crime|Drama|Mystery|Romance|Thriller,0199626,5.3
6886,Beyond Borders (2003),Drama|Romance|War,0294357,6.5
6887,Radio (2003),Drama,0316465,6.9
6888,Scary Movie 3 (2003),Comedy|Horror,0306047,5.5
6889,Brother Bear (2003),Adventure|Animation|Children,0328880,6.8
6890,Elephant (2003),Drama,0363589,7.2
6891,Gypsy 83 (2001),Drama,0251110,7.0
6892,"Singing Detective, The (2003)",Comedy|Drama|Musical|Mystery,0314676,5.6
6893,"Italian Job, The (1969)",Action|Comedy|Crime,0064505,7.4
6894,Impulse (1984),Mystery|Sci-Fi|Thriller,0087464,5.8
6895,Normal (2003),Drama,0338290,7.1
6896,Shoah (1985),Documentary|War,0090015,8.4
6897,Unconditional Love (2002),Comedy|Drama,0219374,6.9
6898,Sweet Sixteen (2002),Drama,0313670,7.5
6899,Alien from L.A. (1988),Sci-Fi,0092532,3.1
6900,Black Sunday (1977),Action|Drama|Thriller,0075765,6.8
6901,Men of Respect (1991),Crime|Drama|Thriller,0102432,5.3
6902,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller,0165832,7.7
6903,Lipstick (1976),Drama,0074802,5.3
6905,Storyville (1992),Drama|Thriller,0105480,5.8
6906,That Was Then... This Is Now (1985),Drama,0090151,6.2
6907,Holy Matrimony (1994),Comedy|Crime,0110044,5.1
6908,"Black Scorpion, The (1957)",Sci-Fi,0050197,5.2
6909,"Eye, The (Gin gwai) (Jian gui) (2002)",Thriller,0325655,6.7
6910,Kronos (a.k.a. Captain Kronos: Vampire Hunter) (1973),Horror,0071276,6.6
6911,"Jolson Story, The (1946)",Musical,0038661,7.4
6912,You'll Never Get Rich (1941),Comedy|Musical|Romance,0034409,6.9
6913,Frankenstein and the Monster from Hell (1974),Horror,0071519,6.4
6914,Preaching to the Perverted (1997),Comedy|Drama,0119935,6.0
6915,Chicago Joe and the Showgirl (1990),Drama,0099250,4.9
6916,"Magic Sword, The (1962)",Drama|Fantasy,0056211,4.3
6917,Promised Land (1987),Drama,0095916,5.7
6918,"Unvanquished, The (Aparajito) (1957)",Drama,0048956,8.2
6919,"Hired Hand, The (1971)",Western,0067204,7.0
6920,"Cercle Rouge, Le (Red Circle, The) (1970)",Crime|Thriller,0065531,8.1
6921,Man of Marble (Czlowiek z Marmuru) (1977),Drama,0075902,7.9
6923,Sherlock Holmes and the Voice of Terror (1942),Crime|Mystery|War,0035318,6.8
6924,Sherlock Holmes Faces Death (1943),Crime|Mystery,0036348,7.2
6925,Sherlock Holmes in Washington (1943),Crime|Mystery,0036349,7.0
6926,"Solid Gold Cadillac, The (1956)",Comedy,0049777,7.6
6927,"Human Stain, The (2003)",Drama|Romance|Thriller,0308383,6.3
6928,"Die, Mommie, Die (2003)",Comedy,0322023,6.5
6929,Dirt (2001),Comedy|Crime,0261652,6.2
6930,Girlhood (2003),Documentary,0368745,7.3
6931,Mail Order Bride (2003),Comedy,0339607,4.2
6932,Shattered Glass (2003),Crime|Drama,0323944,7.2
6933,Suspended Animation (2001),Thriller,0271809,5.3
6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,0242653,6.7
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Documentary,0363510,8.4
6936,Elf (2003),Children|Comedy|Fantasy,0319343,6.9
6937,Anything But Love (a.k.a. Standard Time) (2002),Musical|Romance,0265803,6.1
6938,Billabong Odyssey (2003),Documentary,0379713,6.9
6939,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),Drama|Romance,0155722,7.9
6940,In My Skin (Dans ma Peau) (2002),Drama,0337961,6.3
6941,Just an American Boy (2003),Documentary,0380473,6.9
6942,Love Actually (2003),Comedy|Drama|Romance,0314331,7.6
6943,Love Forbidden (Défense d'aimer) (2002),Drama,0330247,5.5
6944,Father of the Bride (1991),Comedy,0101862,6.5
6945,My Architect: A Son's Journey (2003),Documentary,0373175,7.4
6946,Looney Tunes: Back in Action (2003),Action|Animation|Children|Fantasy,0318155,5.7
6947,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War,0311113,7.4
6948,Tupac: Resurrection (2003),Documentary,0343121,8.0
6949,"Big Empty, The (2003)",Comedy|Mystery|Sci-Fi,0321442,6.2
6950,"Missing, The (2003)",Adventure|Thriller|Western,0338188,6.5
6951,"Cat in the Hat, The (2003)",Children|Comedy,0312528,3.8
6952,Gothika (2003),Horror|Thriller,0348836,5.8
6953,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller,0315733,7.7
6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",Comedy|Crime|Drama|Mystery|Romance,0338135,7.7
6955,Blindness (2003),Drama|Thriller,0169624,6.7
6956,Blue Gate Crossing (Lan se da men) (2002),Drama|Romance,0333764,7.2
6957,Bad Santa (2003),Comedy|Crime,0307987,7.1
6958,"Haunted Mansion, The (2003)",Children|Comedy|Fantasy|Horror,0338094,4.9
6959,Timeline (2003),Action|Adventure|Sci-Fi,0300556,5.6
6960,Marquis (1989),Drama,0097839,6.9
6961,Damage (Fatale) (1992),Drama,0104237,6.9
6962,OT: Our Town (2002),Documentary,0334029,7.3
6963,Devil's Playground (2002),Documentary,0293088,7.1
6964,Dance with a Stranger (1985),Crime|Drama|Thriller,0088987,6.8
6965,Journeys with George (2002),Documentary,0312848,6.9
6966,Darkman (1990),Action|Crime|Fantasy|Sci-Fi|Thriller,0099365,6.4
6967,Dead of Night (1945),Horror|Mystery,0037635,7.7
6968,Death Machine (1995),Action|Sci-Fi,0109575,5.7
6969,"Dernier Combat, Le (Last Battle, The) (1983)",Drama|Sci-Fi,0085426,6.9
6970,Desk Set (1957),Comedy|Romance,0050307,7.3
6971,Europa (Zentropa) (1991),Drama|Thriller,0101829,7.7
6972,"Watermelon Woman, The (1996)",Documentary|Drama,0118125,6.4
6973,Final Analysis (1992),Drama|Romance|Thriller,0104265,5.8
6974,"Freshman, The (1990)",Comedy|Crime,0099615,6.5
6975,Funny Games (1997),Drama|Horror|Thriller,0119167,7.6
6976,Tales from the Crypt (1972),Horror,0069341,7.0
6977,New Jack City (1991),Action|Crime|Drama,0102526,6.6
6978,Slacker (1991),Comedy|Drama,0102943,7.1
6979,WarGames (1983),Drama|Sci-Fi|Thriller,0086567,7.1
6980,Mr. Hobbs Takes a Vacation (1962),Comedy,0056255,6.9
6981,"Ordet (Word, The) (1955)",Drama,0048452,8.2
6982,Forbidden Games (Jeux interdits) (1952),Drama|War,0043686,8.0
6983,Jane Eyre (1944),Drama|Romance,0036969,7.6
6984,"Tale of Two Cities, A (1935)",Drama,0027075,7.8
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",Drama,0019254,8.2
6986,Ben-Hur: A Tale of the Christ (1925),Adventure|Drama,0016641,8.0
6987,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",Crime|Fantasy|Horror,0010323,8.1
6988,Broken Blossoms or The Yellow Man and the Girl (1919),Drama|Romance,0009968,7.6
6989,Gorky Park (1983),Crime|Drama|Thriller,0085615,6.8
6990,"Great Train Robbery, The (a.k.a. First Great Train Robbery, The) (1979)",Action|Adventure|Comedy|Crime|Drama,0079240,7.0
6991,"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)",Adventure|Drama|Romance,0087365,6.4
6992,Guarding Tess (1994),Comedy|Drama,0109951,6.2
6993,Hannah and Her Sisters (1986),Comedy|Drama|Romance,0091167,8.0
6994,"Hard Way, The (1991)",Action|Comedy,0102004,6.3
6995,Hercules in New York (1970),Action|Comedy|Fantasy,0065832,3.2
6996,Highlander II: The Quickening (1991),Action|Sci-Fi,0102034,4.1
6997,Hoffa (1992),Crime|Drama,0104427,6.6
6998,House of Cards (1993),Drama,0107148,6.2
6999,Housesitter (1992),Comedy|Romance,0104452,6.1
7000,Hudson Hawk (1991),Action|Adventure|Comedy,0102070,5.8
7001,Invasion of the Body Snatchers (1978),Horror|Mystery|Sci-Fi|Thriller,0077745,7.4
7002,Mindwalk (1990),Drama,0100151,7.6
7003,Kafka (1991),Comedy|Drama|Mystery|Sci-Fi|Thriller,0102181,6.9
7004,Kindergarten Cop (1990),Action|Comedy|Crime|Thriller,0099938,6.1
7005,King Ralph (1991),Comedy,0102216,5.2
7006,Knight Moves (1992),Mystery|Thriller,0104627,6.1
7007,"Last Boy Scout, The (1991)",Action|Comedy|Crime|Drama|Thriller,0102266,7.0
7008,Last Tango in Paris (Ultimo tango a Parigi) (1972),Drama|Romance,0070849,7.1
7009,Lorenzo's Oil (1992),Drama,0104756,7.2
7010,"Lover, The (Amant, L') (1992)",Drama|Romance,0101316,6.9
7011,"Bullfighter, The (Matador) (1986)",Comedy|Crime|Drama,0091495,7.0
7012,Mr. Destiny (1990),Comedy|Fantasy,0100201,6.3
7013,"Night of the Hunter, The (1955)",Drama|Film-Noir|Thriller,0048424,8.0
7014,Nowhere to Run (1993),Action|Romance,0107711,5.6
7015,Only the Lonely (1991),Comedy|Romance,0102598,6.3
7016,Over the Top (1987),Action|Drama,0093692,5.7
7017,Passenger 57 (1992),Action|Thriller,0105104,5.9
7018,Presumed Innocent (1990),Crime|Drama|Thriller,0100404,6.9
7019,Project X (1987),Comedy|Drama,0093793,6.1
7020,Proof (1991),Comedy|Drama|Romance,0102721,7.4
7021,Pure Luck (1991),Comedy|Crime,0102729,5.7
7022,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller,0266308,7.7
7023,"Wedding Banquet, The (Xi yan) (1993)",Comedy|Drama|Romance,0107156,7.7
7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",Drama,0073650,6.0
7025,"Midnight Clear, A (1992)",Drama|War,0102443,7.2
7026,Summer School (1987),Comedy,0094072,6.5
7027,Silverado (1985),Action|Western,0090022,7.2
7028,Quick Change (1990),Comedy|Crime,0100449,6.8
7029,Rabid (1977),Horror|Thriller,0076590,6.4
7030,Radio Flyer (1992),Drama,0105211,6.9
7031,"Real McCoy, The (1993)",Action|Crime|Drama|Thriller,0107927,5.5
7032,Revenge (1990),Drama|Romance|Thriller,0100485,6.2
7033,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",Comedy|Romance,0093936,6.5
7034,Show Me Love (Fucking Åmål) (1998),Drama|Romance,0150662,7.6
7035,Streets of Fire (1984),Action|Romance,0088194,6.7
7036,Teen Wolf (1985),Comedy|Fantasy,0090142,6.0
7037,High Heels (Tacones lejanos) (1991),Comedy|Drama,0103030,7.2
7038,Things You Can Tell Just by Looking at Her (2000),Drama|Romance,0210358,6.6
7039,Thunderheart (1992),Crime|Mystery|Thriller,0105585,6.8
7040,To Live and Die in L.A. (1985),Action|Crime|Drama|Thriller,0090180,7.3
7041,Trapped in Paradise (1994),Comedy|Crime,0111477,5.9
7042,Betty Blue (37°2 le matin) (1986),Drama|Romance,0090563,7.4
7043,Vivre sa vie: Film en douze tableaux (My Life to Live) (1962),Drama,0056663,8.1
7044,Wild at Heart (1990),Crime|Drama|Mystery|Romance|Thriller,0100935,7.2
7045,"Witches, The (1990)",Children|Fantasy,0100944,6.8
7046,"Witches of Eastwick, The (1987)",Comedy|Fantasy|Horror|Thriller,0094332,6.5
7047,Year of the Dragon (1985),Action|Crime|Drama,0090350,6.9
7048,Nothing to Lose (1997),Action|Adventure|Comedy|Crime,0119807,6.7
7049,Flying Down to Rio (1933),Comedy|Musical|Romance,0024025,6.7
7050,Follow the Fleet (1936),Comedy|Musical|Romance,0027630,7.2
7051,"What's New, Pussycat (1965)",Comedy,0059903,6.2
7052,Mary of Scotland (1936),Drama,0027948,6.4
7053,Roberta (1935),Comedy|Musical|Romance,0026942,7.1
7054,Little Women (1949),Drama,0041594,7.3
7055,Swing Time (1936),Comedy|Musical|Romance,0028333,7.7
7056,"Public Enemy, The (1931)",Action|Crime|Drama,0022286,7.7
7057,"Midsummer Night's Dream, A (1935)",Comedy|Fantasy|Romance,0026714,7.0
7058,Life with Father (1947),Comedy,0039566,7.3
7059,National Velvet (1944),Children|Drama,0037120,7.4
7060,Jesus Christ Superstar (1973),Drama|Musical,0070239,7.3
7061,Dark Victory (1939),Drama|Romance,0031210,7.6
7062,Birdman of Alcatraz (1962),Drama,0055798,7.8
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",Adventure|Drama,0068182,8.0
7064,Beauty and the Beast (La belle et la bête) (1946),Drama|Fantasy,0038348,8.0
7065,"Birth of a Nation, The (1915)",Drama|War,0004972,6.7
7066,"Blue Kite, The (Lan feng zheng) (1993)",Drama,0107358,7.7
7067,Juliet of the Spirits (Giulietta degli spiriti) (1965),Comedy|Drama|Fantasy|Romance,0059229,7.7
7068,Last Year at Marienbad (L'Année dernière à Marienbad) (1961),Drama|Mystery|Romance,0054632,7.9
7069,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",Drama,0067372,7.5
7070,Red River (1948),Action|Adventure|Western,0040724,7.8
7071,"Woman Under the Influence, A (1974)",Drama,0072417,8.2
7072,Stagecoach (1939),Action|Drama|Romance|Western,0031971,7.9
7073,"Shot in the Dark, A (1964)",Comedy|Crime|Mystery,0058586,7.6
